Date,Group,Item,Value
2014-06-01,Rural goods,Wool and sheepskins,202
2014-07-01,Rural goods,Wool and sheepskins,200
2014-08-01,Rural goods,Wool and sheepskins,156
2014-09-01,Rural goods,Wool and sheepskins,235
2014-10-01,Rural goods,Wool and sheepskins,266
2014-11-01,Rural goods,Wool and sheepskins,270
2014-12-01,Rural goods,Wool and sheepskins,314
2015-01-01,Rural goods,Wool and sheepskins,155
2015-02-01,Rural goods,Wool and sheepskins,312
2015-03-01,Rural goods,Wool and sheepskins,324
2015-04-01,Rural goods,Wool and sheepskins,256
2015-05-01,Rural goods,Wool and sheepskins,340
2015-06-01,Rural goods,Wool and sheepskins,326
2015-07-01,Rural goods,Wool and sheepskins,264
2015-08-01,Rural goods,Wool and sheepskins,192
2015-09-01,Rural goods,Wool and sheepskins,255
2015-10-01,Rural goods,Wool and sheepskins,278
2015-11-01,Rural goods,Wool and sheepskins,275
2015-12-01,Rural goods,Wool and sheepskins,327
2016-01-01,Rural goods,Wool and sheepskins,187
2016-02-01,Rural goods,Wool and sheepskins,329
2016-03-01,Rural goods,Wool and sheepskins,328
2016-04-01,Rural goods,Wool and sheepskins,272
2016-05-01,Rural goods,Wool and sheepskins,310
2016-06-01,Rural goods,Wool and sheepskins,266
2016-07-01,Rural goods,Wool and sheepskins,235
2016-08-01,Rural goods,Wool and sheepskins,190
2016-09-01,Rural goods,Wool and sheepskins,302
2016-10-01,Rural goods,Wool and sheepskins,303
2016-11-01,Rural goods,Wool and sheepskins,336
2016-12-01,Rural goods,Wool and sheepskins,350
2017-01-01,Rural goods,Wool and sheepskins,240
2017-02-01,Rural goods,Wool and sheepskins,310
2017-03-01,Rural goods,Wool and sheepskins,386
2017-04-01,Rural goods,Wool and sheepskins,385
2017-05-01,Rural goods,Wool and sheepskins,319
2017-06-01,Rural goods,Wool and sheepskins,261
2017-07-01,Rural goods,Wool and sheepskins,298
2017-08-01,Rural goods,Wool and sheepskins,218
2017-09-01,Rural goods,Wool and sheepskins,337
2017-10-01,Rural goods,Wool and sheepskins,411
2017-11-01,Rural goods,Wool and sheepskins,410
2017-12-01,Rural goods,Wool and sheepskins,460
2018-01-01,Rural goods,Wool and sheepskins,206
2018-02-01,Rural goods,Wool and sheepskins,438
2018-03-01,Rural goods,Wool and sheepskins,446
2018-04-01,Rural goods,Wool and sheepskins,359
2018-05-01,Rural goods,Wool and sheepskins,424
2018-06-01,Rural goods,Wool and sheepskins,372
2018-07-01,Rural goods,Wool and sheepskins,311
2018-08-01,Rural goods,Wool and sheepskins,240
2018-09-01,Rural goods,Wool and sheepskins,419
2018-10-01,Rural goods,Wool and sheepskins,388
2018-11-01,Rural goods,Wool and sheepskins,331
2018-12-01,Rural goods,Wool and sheepskins,360
2019-01-01,Rural goods,Wool and sheepskins,260
2019-02-01,Rural goods,Wool and sheepskins,391
2019-03-01,Rural goods,Wool and sheepskins,461
2019-04-01,Rural goods,Wool and sheepskins,402
2019-05-01,Rural goods,Wool and sheepskins,341
2019-06-01,Rural goods,Wool and sheepskins,247
2019-07-01,Rural goods,Wool and sheepskins,268
2019-08-01,Rural goods,Wool and sheepskins,115
2019-09-01,Rural goods,Wool and sheepskins,190
2019-10-01,Rural goods,Wool and sheepskins,263
2019-11-01,Rural goods,Wool and sheepskins,277
2019-12-01,Rural goods,Wool and sheepskins,261
2020-01-01,Rural goods,Wool and sheepskins,210
2020-02-01,Rural goods,Wool and sheepskins,254
2020-03-01,Rural goods,Wool and sheepskins,340
2020-04-01,Rural goods,Wool and sheepskins,247
2020-05-01,Rural goods,Wool and sheepskins,164
2020-06-01,Rural goods,Wool and sheepskins,162
2020-07-01,Rural goods,Wool and sheepskins,173
2020-08-01,Rural goods,Wool and sheepskins,107
2020-09-01,Rural goods,Wool and sheepskins,134
2020-10-01,Rural goods,Wool and sheepskins,182
2020-11-01,Rural goods,Wool and sheepskins,208
2020-12-01,Rural goods,Wool and sheepskins,248
2021-01-01,Rural goods,Wool and sheepskins,125
2021-02-01,Rural goods,Wool and sheepskins,237
2021-03-01,Rural goods,Wool and sheepskins,334
2021-04-01,Rural goods,Wool and sheepskins,287
2021-05-01,Rural goods,Wool and sheepskins,319
2021-06-01,Rural goods,Wool and sheepskins,311
2021-07-01,Rural goods,Wool and sheepskins,366
2021-08-01,Rural goods,Wool and sheepskins,281
2021-09-01,Rural goods,Wool and sheepskins,207
2021-10-01,Rural goods,Wool and sheepskins,282
2021-11-01,Rural goods,Wool and sheepskins,311
2021-12-01,Rural goods,Wool and sheepskins,307
2022-01-01,Rural goods,Wool and sheepskins,176
2022-02-01,Rural goods,Wool and sheepskins,311
2022-03-01,Rural goods,Wool and sheepskins,334
2022-04-01,Rural goods,Wool and sheepskins,320
2022-05-01,Rural goods,Wool and sheepskins,349
2022-06-01,Rural goods,Wool and sheepskins,321
2022-07-01,Rural goods,Wool and sheepskins,340
2022-08-01,Rural goods,Wool and sheepskins,300
2022-09-01,Rural goods,Wool and sheepskins,278
2022-10-01,Rural goods,Wool and sheepskins,293
2022-11-01,Rural goods,Wool and sheepskins,222
2022-12-01,Rural goods,Wool and sheepskins,245
2023-01-01,Rural goods,Wool and sheepskins,199
2023-02-01,Rural goods,Wool and sheepskins,259
2023-03-01,Rural goods,Wool and sheepskins,400
2023-04-01,Rural goods,Wool and sheepskins,277
2023-05-01,Rural goods,Wool and sheepskins,321
2023-06-01,Rural goods,Wool and sheepskins,274
2023-07-01,Rural goods,Wool and sheepskins,274
2023-08-01,Rural goods,Wool and sheepskins,133
2023-09-01,Rural goods,Wool and sheepskins,274
2023-10-01,Rural goods,Wool and sheepskins,253
2023-11-01,Rural goods,Wool and sheepskins,222
2023-12-01,Rural goods,Wool and sheepskins,301
2024-01-01,Rural goods,Wool and sheepskins,191
2024-02-01,Rural goods,Wool and sheepskins,260
2024-03-01,Rural goods,Wool and sheepskins,284
2024-04-01,Rural goods,Wool and sheepskins,278
2024-05-01,Rural goods,Wool and sheepskins,314
2024-06-01,Rural goods,Wool and sheepskins,243
2024-07-01,Rural goods,Wool and sheepskins,235
2024-08-01,Rural goods,Wool and sheepskins,180
2024-09-01,Rural goods,Wool and sheepskins,173
2024-10-01,Rural goods,Wool and sheepskins,250
2024-11-01,Rural goods,Wool and sheepskins,302
2024-12-01,Rural goods,Wool and sheepskins,240
2025-01-01,Rural goods,Wool and sheepskins,148
2025-02-01,Rural goods,Wool and sheepskins,248
2025-03-01,Rural goods,Wool and sheepskins,269
2025-04-01,Rural goods,Wool and sheepskins,276
2025-05-01,Rural goods,Wool and sheepskins,235
2025-06-01,Rural goods,Wool and sheepskins,200
2025-07-01,Rural goods,Wool and sheepskins,210
2025-08-01,Rural goods,Wool and sheepskins,173
1971-08-01,Rural goods,Other rural,31
1971-09-01,Rural goods,Other rural,30
1971-10-01,Rural goods,Other rural,33
1971-11-01,Rural goods,Other rural,35
1971-12-01,Rural goods,Other rural,34
1972-01-01,Rural goods,Other rural,35
1972-02-01,Rural goods,Other rural,35
1972-03-01,Rural goods,Other rural,40
1972-04-01,Rural goods,Other rural,42
1972-05-01,Rural goods,Other rural,51
1972-06-01,Rural goods,Other rural,44
1972-07-01,Rural goods,Other rural,37
1972-08-01,Rural goods,Other rural,46
1972-09-01,Rural goods,Other rural,46
1972-10-01,Rural goods,Other rural,48
1972-11-01,Rural goods,Other rural,50
1972-12-01,Rural goods,Other rural,46
1973-01-01,Rural goods,Other rural,56
1973-02-01,Rural goods,Other rural,48
1973-03-01,Rural goods,Other rural,51
1973-04-01,Rural goods,Other rural,48
1973-05-01,Rural goods,Other rural,61
1973-06-01,Rural goods,Other rural,55
1973-07-01,Rural goods,Other rural,46
1973-08-01,Rural goods,Other rural,51
1973-09-01,Rural goods,Other rural,48
1973-10-01,Rural goods,Other rural,55
1973-11-01,Rural goods,Other rural,51
1973-12-01,Rural goods,Other rural,48
1974-01-01,Rural goods,Other rural,48
1974-02-01,Rural goods,Other rural,49
1974-03-01,Rural goods,Other rural,43
1974-04-01,Rural goods,Other rural,42
1974-05-01,Rural goods,Other rural,58
1974-06-01,Rural goods,Other rural,49
1974-07-01,Rural goods,Other rural,40
1974-08-01,Rural goods,Other rural,40
1974-09-01,Rural goods,Other rural,45
1974-10-01,Rural goods,Other rural,50
1974-11-01,Rural goods,Other rural,50
1974-12-01,Rural goods,Other rural,53
1975-01-01,Rural goods,Other rural,56
1975-02-01,Rural goods,Other rural,56
1975-03-01,Rural goods,Other rural,53
1975-04-01,Rural goods,Other rural,52
1975-05-01,Rural goods,Other rural,55
1975-06-01,Rural goods,Other rural,55
1975-07-01,Rural goods,Other rural,65
1975-08-01,Rural goods,Other rural,65
1975-09-01,Rural goods,Other rural,57
1975-10-01,Rural goods,Other rural,61
1975-11-01,Rural goods,Other rural,55
1975-12-01,Rural goods,Other rural,57
1976-01-01,Rural goods,Other rural,54
1976-02-01,Rural goods,Other rural,54
1976-03-01,Rural goods,Other rural,62
1976-04-01,Rural goods,Other rural,66
1976-05-01,Rural goods,Other rural,58
1976-06-01,Rural goods,Other rural,76
1976-07-01,Rural goods,Other rural,73
1976-08-01,Rural goods,Other rural,73
1976-09-01,Rural goods,Other rural,76
1976-10-01,Rural goods,Other rural,67
1976-11-01,Rural goods,Other rural,71
1976-12-01,Rural goods,Other rural,66
1977-01-01,Rural goods,Other rural,81
1977-02-01,Rural goods,Other rural,71
1977-03-01,Rural goods,Other rural,78
1977-04-01,Rural goods,Other rural,89
1977-05-01,Rural goods,Other rural,95
1977-06-01,Rural goods,Other rural,95
1977-07-01,Rural goods,Other rural,95
1977-08-01,Rural goods,Other rural,92
1977-09-01,Rural goods,Other rural,98
1977-10-01,Rural goods,Other rural,71
1977-11-01,Rural goods,Other rural,101
1977-12-01,Rural goods,Other rural,81
1978-01-01,Rural goods,Other rural,92
1978-02-01,Rural goods,Other rural,78
1978-03-01,Rural goods,Other rural,84
1978-04-01,Rural goods,Other rural,81
1978-05-01,Rural goods,Other rural,99
1978-06-01,Rural goods,Other rural,103
1978-07-01,Rural goods,Other rural,100
1978-08-01,Rural goods,Other rural,107
1978-09-01,Rural goods,Other rural,82
1978-10-01,Rural goods,Other rural,109
1978-11-01,Rural goods,Other rural,107
1978-12-01,Rural goods,Other rural,91
1979-01-01,Rural goods,Other rural,120
1979-02-01,Rural goods,Other rural,101
1979-03-01,Rural goods,Other rural,116
1979-04-01,Rural goods,Other rural,128
1979-05-01,Rural goods,Other rural,166
1979-06-01,Rural goods,Other rural,163
1979-07-01,Rural goods,Other rural,173
1979-08-01,Rural goods,Other rural,157
1979-09-01,Rural goods,Other rural,132
1979-10-01,Rural goods,Other rural,146
1979-11-01,Rural goods,Other rural,128
1979-12-01,Rural goods,Other rural,113
1980-01-01,Rural goods,Other rural,150
1980-02-01,Rural goods,Other rural,128
1980-03-01,Rural goods,Other rural,112
1980-04-01,Rural goods,Other rural,135
1980-05-01,Rural goods,Other rural,139
1980-06-01,Rural goods,Other rural,154
1980-07-01,Rural goods,Other rural,155
1980-08-01,Rural goods,Other rural,147
1980-09-01,Rural goods,Other rural,140
1980-10-01,Rural goods,Other rural,145
1980-11-01,Rural goods,Other rural,124
1980-12-01,Rural goods,Other rural,135
1981-01-01,Rural goods,Other rural,131
1981-02-01,Rural goods,Other rural,114
1981-03-01,Rural goods,Other rural,98
1981-04-01,Rural goods,Other rural,140
1981-05-01,Rural goods,Other rural,155
1981-06-01,Rural goods,Other rural,164
1981-07-01,Rural goods,Other rural,150
1981-08-01,Rural goods,Other rural,149
1981-09-01,Rural goods,Other rural,154
1981-10-01,Rural goods,Other rural,144
1981-11-01,Rural goods,Other rural,130
1981-12-01,Rural goods,Other rural,123
1982-01-01,Rural goods,Other rural,143
1982-02-01,Rural goods,Other rural,116
1982-03-01,Rural goods,Other rural,157
1982-04-01,Rural goods,Other rural,137
1982-05-01,Rural goods,Other rural,207
1982-06-01,Rural goods,Other rural,189
1982-07-01,Rural goods,Other rural,165
1982-08-01,Rural goods,Other rural,142
1982-09-01,Rural goods,Other rural,186
1982-10-01,Rural goods,Other rural,177
1982-11-01,Rural goods,Other rural,161
1982-12-01,Rural goods,Other rural,199
1983-01-01,Rural goods,Other rural,111
1983-02-01,Rural goods,Other rural,127
1983-03-01,Rural goods,Other rural,165
1983-04-01,Rural goods,Other rural,177
1983-05-01,Rural goods,Other rural,219
1983-06-01,Rural goods,Other rural,191
1983-07-01,Rural goods,Other rural,161
1983-08-01,Rural goods,Other rural,167
1983-09-01,Rural goods,Other rural,169
1983-10-01,Rural goods,Other rural,175
1983-11-01,Rural goods,Other rural,163
1983-12-01,Rural goods,Other rural,195
1984-01-01,Rural goods,Other rural,158
1984-02-01,Rural goods,Other rural,162
1984-03-01,Rural goods,Other rural,193
1984-04-01,Rural goods,Other rural,134
1984-05-01,Rural goods,Other rural,238
1984-06-01,Rural goods,Other rural,220
1984-07-01,Rural goods,Other rural,218
1984-08-01,Rural goods,Other rural,217
1984-09-01,Rural goods,Other rural,180
1984-10-01,Rural goods,Other rural,207
1984-11-01,Rural goods,Other rural,174
1984-12-01,Rural goods,Other rural,199
1985-01-01,Rural goods,Other rural,156
1985-02-01,Rural goods,Other rural,175
1985-03-01,Rural goods,Other rural,204
1985-04-01,Rural goods,Other rural,225
1985-05-01,Rural goods,Other rural,282
1985-06-01,Rural goods,Other rural,272
1985-07-01,Rural goods,Other rural,277
1985-08-01,Rural goods,Other rural,232
1985-09-01,Rural goods,Other rural,237
1985-10-01,Rural goods,Other rural,251
1985-11-01,Rural goods,Other rural,250
1985-12-01,Rural goods,Other rural,259
1986-01-01,Rural goods,Other rural,204
1986-02-01,Rural goods,Other rural,223
1986-03-01,Rural goods,Other rural,233
1986-04-01,Rural goods,Other rural,234
1986-05-01,Rural goods,Other rural,291
1986-06-01,Rural goods,Other rural,281
1986-07-01,Rural goods,Other rural,292
1986-08-01,Rural goods,Other rural,296
1986-09-01,Rural goods,Other rural,308
1986-10-01,Rural goods,Other rural,298
1986-11-01,Rural goods,Other rural,260
1986-12-01,Rural goods,Other rural,306
1987-01-01,Rural goods,Other rural,238
1987-02-01,Rural goods,Other rural,263
1987-03-01,Rural goods,Other rural,313
1987-04-01,Rural goods,Other rural,319
1987-05-01,Rural goods,Other rural,351
1987-06-01,Rural goods,Other rural,326
1987-07-01,Rural goods,Other rural,324
1987-08-01,Rural goods,Other rural,300
1987-09-01,Rural goods,Other rural,310
1987-10-01,Rural goods,Other rural,301
1987-11-01,Rural goods,Other rural,333
1987-12-01,Rural goods,Other rural,364
1988-01-01,Rural goods,Other rural,305
1988-02-01,Rural goods,Other rural,346
1988-03-01,Rural goods,Other rural,365
1988-04-01,Rural goods,Other rural,334
1988-05-01,Rural goods,Other rural,364
1988-06-01,Rural goods,Other rural,333
1988-07-01,Rural goods,Other rural,335
1988-08-01,Rural goods,Other rural,348
1988-09-01,Rural goods,Other rural,320
1988-10-01,Rural goods,Other rural,360
1988-11-01,Rural goods,Other rural,312
1988-12-01,Rural goods,Other rural,418
1989-01-01,Rural goods,Other rural,268
1989-02-01,Rural goods,Other rural,246
1989-03-01,Rural goods,Other rural,321
1989-04-01,Rural goods,Other rural,305
1989-05-01,Rural goods,Other rural,392
1989-06-01,Rural goods,Other rural,431
1989-07-01,Rural goods,Other rural,384
1989-08-01,Rural goods,Other rural,376
1989-09-01,Rural goods,Other rural,333
1989-10-01,Rural goods,Other rural,309
1989-11-01,Rural goods,Other rural,361
1989-12-01,Rural goods,Other rural,369
1990-01-01,Rural goods,Other rural,303
1990-02-01,Rural goods,Other rural,297
1990-03-01,Rural goods,Other rural,346
1990-04-01,Rural goods,Other rural,349
1990-05-01,Rural goods,Other rural,398
1990-06-01,Rural goods,Other rural,439
1990-07-01,Rural goods,Other rural,451
1990-08-01,Rural goods,Other rural,359
1990-09-01,Rural goods,Other rural,338
1990-10-01,Rural goods,Other rural,356
1990-11-01,Rural goods,Other rural,337
1990-12-01,Rural goods,Other rural,367
1991-01-01,Rural goods,Other rural,333
1991-02-01,Rural goods,Other rural,294
1991-03-01,Rural goods,Other rural,363
1991-04-01,Rural goods,Other rural,430
1991-05-01,Rural goods,Other rural,491
1991-06-01,Rural goods,Other rural,460
1991-07-01,Rural goods,Other rural,452
1991-08-01,Rural goods,Other rural,392
1991-09-01,Rural goods,Other rural,399
1991-10-01,Rural goods,Other rural,443
1991-11-01,Rural goods,Other rural,406
1991-12-01,Rural goods,Other rural,455
1992-01-01,Rural goods,Other rural,352
1992-02-01,Rural goods,Other rural,380
1992-03-01,Rural goods,Other rural,443
1992-04-01,Rural goods,Other rural,476
1992-05-01,Rural goods,Other rural,546
1992-06-01,Rural goods,Other rural,494
1992-07-01,Rural goods,Other rural,476
1992-08-01,Rural goods,Other rural,475
1992-09-01,Rural goods,Other rural,504
1992-10-01,Rural goods,Other rural,471
1992-11-01,Rural goods,Other rural,480
1992-12-01,Rural goods,Other rural,513
1993-01-01,Rural goods,Other rural,425
1993-02-01,Rural goods,Other rural,449
1993-03-01,Rural goods,Other rural,487
1993-04-01,Rural goods,Other rural,506
1993-05-01,Rural goods,Other rural,583
1993-06-01,Rural goods,Other rural,559
1993-07-01,Rural goods,Other rural,542
1993-08-01,Rural goods,Other rural,514
1993-09-01,Rural goods,Other rural,485
1993-10-01,Rural goods,Other rural,550
1993-11-01,Rural goods,Other rural,516
1993-12-01,Rural goods,Other rural,591
1994-01-01,Rural goods,Other rural,465
1994-02-01,Rural goods,Other rural,471
1994-03-01,Rural goods,Other rural,577
1994-04-01,Rural goods,Other rural,524
1994-05-01,Rural goods,Other rural,665
1994-06-01,Rural goods,Other rural,611
1994-07-01,Rural goods,Other rural,592
1994-08-01,Rural goods,Other rural,525
1994-09-01,Rural goods,Other rural,505
1994-10-01,Rural goods,Other rural,581
1994-11-01,Rural goods,Other rural,577
1994-12-01,Rural goods,Other rural,589
1995-01-01,Rural goods,Other rural,470
1995-02-01,Rural goods,Other rural,499
1995-03-01,Rural goods,Other rural,584
1995-04-01,Rural goods,Other rural,582
1995-05-01,Rural goods,Other rural,709
1995-06-01,Rural goods,Other rural,692
1995-07-01,Rural goods,Other rural,682
1995-08-01,Rural goods,Other rural,650
1995-09-01,Rural goods,Other rural,620
1995-10-01,Rural goods,Other rural,601
1995-11-01,Rural goods,Other rural,576
1995-12-01,Rural goods,Other rural,656
1996-01-01,Rural goods,Other rural,588
1996-02-01,Rural goods,Other rural,547
1996-03-01,Rural goods,Other rural,621
1996-04-01,Rural goods,Other rural,666
1996-05-01,Rural goods,Other rural,762
1996-06-01,Rural goods,Other rural,735
1996-07-01,Rural goods,Other rural,692
1996-08-01,Rural goods,Other rural,697
1996-09-01,Rural goods,Other rural,675
1996-10-01,Rural goods,Other rural,663
1996-11-01,Rural goods,Other rural,658
1996-12-01,Rural goods,Other rural,660
1997-01-01,Rural goods,Other rural,549
1997-02-01,Rural goods,Other rural,604
1997-03-01,Rural goods,Other rural,656
1997-04-01,Rural goods,Other rural,745
1997-05-01,Rural goods,Other rural,923
1997-06-01,Rural goods,Other rural,855
1997-07-01,Rural goods,Other rural,815
1997-08-01,Rural goods,Other rural,779
1997-09-01,Rural goods,Other rural,769
1997-10-01,Rural goods,Other rural,801
1997-11-01,Rural goods,Other rural,757
1997-12-01,Rural goods,Other rural,806
1998-01-01,Rural goods,Other rural,638
1998-02-01,Rural goods,Other rural,641
1998-03-01,Rural goods,Other rural,743
1998-04-01,Rural goods,Other rural,721
1998-05-01,Rural goods,Other rural,916
1998-06-01,Rural goods,Other rural,881
1998-07-01,Rural goods,Other rural,855
1998-08-01,Rural goods,Other rural,812
1998-09-01,Rural goods,Other rural,883
1998-10-01,Rural goods,Other rural,848
1998-11-01,Rural goods,Other rural,816
1998-12-01,Rural goods,Other rural,974
1999-01-01,Rural goods,Other rural,793
1999-02-01,Rural goods,Other rural,778
1999-03-01,Rural goods,Other rural,837
1999-04-01,Rural goods,Other rural,842
1999-05-01,Rural goods,Other rural,906
1999-06-01,Rural goods,Other rural,865
1999-07-01,Rural goods,Other rural,884
1999-08-01,Rural goods,Other rural,959
1999-09-01,Rural goods,Other rural,858
1999-10-01,Rural goods,Other rural,872
1999-11-01,Rural goods,Other rural,948
1999-12-01,Rural goods,Other rural,958
2000-01-01,Rural goods,Other rural,843
2000-02-01,Rural goods,Other rural,901
2000-03-01,Rural goods,Other rural,993
2000-04-01,Rural goods,Other rural,981
2000-05-01,Rural goods,Other rural,1057
2000-06-01,Rural goods,Other rural,1008
2000-07-01,Rural goods,Other rural,1053
2000-08-01,Rural goods,Other rural,1108
2000-09-01,Rural goods,Other rural,1085
2000-10-01,Rural goods,Other rural,1129
2000-11-01,Rural goods,Other rural,1147
2000-12-01,Rural goods,Other rural,1183
2001-01-01,Rural goods,Other rural,998
2001-02-01,Rural goods,Other rural,1055
2001-03-01,Rural goods,Other rural,1154
2001-04-01,Rural goods,Other rural,1135
2001-05-01,Rural goods,Other rural,1211
2001-06-01,Rural goods,Other rural,1257
2001-07-01,Rural goods,Other rural,1243
2001-08-01,Rural goods,Other rural,1231
2001-09-01,Rural goods,Other rural,1117
2001-10-01,Rural goods,Other rural,1206
2001-11-01,Rural goods,Other rural,1165
2001-12-01,Rural goods,Other rural,1131
2002-01-01,Rural goods,Other rural,1012
2002-02-01,Rural goods,Other rural,1105
2002-03-01,Rural goods,Other rural,1145
2002-04-01,Rural goods,Other rural,1011
2002-05-01,Rural goods,Other rural,1241
2002-06-01,Rural goods,Other rural,1050
2002-07-01,Rural goods,Other rural,1093
2002-08-01,Rural goods,Other rural,1178
2002-09-01,Rural goods,Other rural,1014
2002-10-01,Rural goods,Other rural,1080
2002-11-01,Rural goods,Other rural,1041
2002-12-01,Rural goods,Other rural,1069
2003-01-01,Rural goods,Other rural,916
2003-02-01,Rural goods,Other rural,850
2003-03-01,Rural goods,Other rural,920
2003-04-01,Rural goods,Other rural,853
2003-05-01,Rural goods,Other rural,879
2003-06-01,Rural goods,Other rural,841
2003-07-01,Rural goods,Other rural,859
2003-08-01,Rural goods,Other rural,898
2003-09-01,Rural goods,Other rural,891
2003-10-01,Rural goods,Other rural,860
2003-11-01,Rural goods,Other rural,813
2003-12-01,Rural goods,Other rural,941
2004-01-01,Rural goods,Other rural,865
2004-02-01,Rural goods,Other rural,797
2004-03-01,Rural goods,Other rural,886
2004-04-01,Rural goods,Other rural,860
2004-05-01,Rural goods,Other rural,1061
2004-06-01,Rural goods,Other rural,1121
2004-07-01,Rural goods,Other rural,971
2004-08-01,Rural goods,Other rural,1069
2004-09-01,Rural goods,Other rural,908
2004-10-01,Rural goods,Other rural,937
2004-11-01,Rural goods,Other rural,849
2004-12-01,Rural goods,Other rural,923
2005-01-01,Rural goods,Other rural,716
2005-02-01,Rural goods,Other rural,789
2005-03-01,Rural goods,Other rural,792
2005-04-01,Rural goods,Other rural,881
2005-05-01,Rural goods,Other rural,960
2005-06-01,Rural goods,Other rural,914
2005-07-01,Rural goods,Other rural,927
2005-08-01,Rural goods,Other rural,1002
2005-09-01,Rural goods,Other rural,972
2005-10-01,Rural goods,Other rural,926
2005-11-01,Rural goods,Other rural,902
2005-12-01,Rural goods,Other rural,990
2006-01-01,Rural goods,Other rural,861
2006-02-01,Rural goods,Other rural,819
2006-03-01,Rural goods,Other rural,916
2006-04-01,Rural goods,Other rural,869
2006-05-01,Rural goods,Other rural,1005
2006-06-01,Rural goods,Other rural,973
2006-07-01,Rural goods,Other rural,952
2006-08-01,Rural goods,Other rural,995
2006-09-01,Rural goods,Other rural,920
2006-10-01,Rural goods,Other rural,967
2006-11-01,Rural goods,Other rural,939
2006-12-01,Rural goods,Other rural,944
2007-01-01,Rural goods,Other rural,760
2007-02-01,Rural goods,Other rural,791
2007-03-01,Rural goods,Other rural,868
2007-04-01,Rural goods,Other rural,827
2007-05-01,Rural goods,Other rural,926
2007-06-01,Rural goods,Other rural,886
2007-07-01,Rural goods,Other rural,820
2007-08-01,Rural goods,Other rural,985
2007-09-01,Rural goods,Other rural,889
2007-10-01,Rural goods,Other rural,924
2007-11-01,Rural goods,Other rural,885
2007-12-01,Rural goods,Other rural,983
2008-01-01,Rural goods,Other rural,876
2008-02-01,Rural goods,Other rural,894
2008-03-01,Rural goods,Other rural,961
2008-04-01,Rural goods,Other rural,1022
2008-05-01,Rural goods,Other rural,997
2008-06-01,Rural goods,Other rural,941
2008-07-01,Rural goods,Other rural,893
2008-08-01,Rural goods,Other rural,1073
2008-09-01,Rural goods,Other rural,1015
2008-10-01,Rural goods,Other rural,1178
2008-11-01,Rural goods,Other rural,1149
2008-12-01,Rural goods,Other rural,1152
2009-01-01,Rural goods,Other rural,1056
2009-02-01,Rural goods,Other rural,1018
2009-03-01,Rural goods,Other rural,1157
2009-04-01,Rural goods,Other rural,1064
2009-05-01,Rural goods,Other rural,1084
2009-06-01,Rural goods,Other rural,933
2009-07-01,Rural goods,Other rural,996
2009-08-01,Rural goods,Other rural,948
2009-09-01,Rural goods,Other rural,921
2009-10-01,Rural goods,Other rural,831
2009-11-01,Rural goods,Other rural,858
2009-12-01,Rural goods,Other rural,1074
2010-01-01,Rural goods,Other rural,915
2010-02-01,Rural goods,Other rural,966
2010-03-01,Rural goods,Other rural,976
2010-04-01,Rural goods,Other rural,919
2010-05-01,Rural goods,Other rural,1091
2010-06-01,Rural goods,Other rural,1175
2010-07-01,Rural goods,Other rural,1208
2010-08-01,Rural goods,Other rural,1224
2010-09-01,Rural goods,Other rural,933
2010-10-01,Rural goods,Other rural,956
2010-11-01,Rural goods,Other rural,924
2010-12-01,Rural goods,Other rural,1042
2011-01-01,Rural goods,Other rural,890
2011-02-01,Rural goods,Other rural,993
2011-03-01,Rural goods,Other rural,1106
2011-04-01,Rural goods,Other rural,1120
2011-05-01,Rural goods,Other rural,1382
2011-06-01,Rural goods,Other rural,1366
2011-07-01,Rural goods,Other rural,1320
2011-08-01,Rural goods,Other rural,1482
2011-09-01,Rural goods,Other rural,1295
2011-10-01,Rural goods,Other rural,1296
2011-11-01,Rural goods,Other rural,1287
2011-12-01,Rural goods,Other rural,1295
2012-01-01,Rural goods,Other rural,1044
2012-02-01,Rural goods,Other rural,1024
2012-03-01,Rural goods,Other rural,1232
2012-04-01,Rural goods,Other rural,1205
2012-05-01,Rural goods,Other rural,1492
2012-06-01,Rural goods,Other rural,1463
2012-07-01,Rural goods,Other rural,1358
2012-08-01,Rural goods,Other rural,1374
2012-09-01,Rural goods,Other rural,1318
2012-10-01,Rural goods,Other rural,1269
2012-11-01,Rural goods,Other rural,1382
2012-12-01,Rural goods,Other rural,1496
2013-01-01,Rural goods,Other rural,1112
2013-02-01,Rural goods,Other rural,1251
2013-03-01,Rural goods,Other rural,1318
2013-04-01,Rural goods,Other rural,1412
2013-05-01,Rural goods,Other rural,1557
2013-06-01,Rural goods,Other rural,1634
2013-07-01,Rural goods,Other rural,1561
2013-08-01,Rural goods,Other rural,1546
2013-09-01,Rural goods,Other rural,1276
2013-10-01,Rural goods,Other rural,1421
2013-11-01,Rural goods,Other rural,1425
2013-12-01,Rural goods,Other rural,1616
2014-01-01,Rural goods,Other rural,1406
2014-02-01,Rural goods,Other rural,1383
2014-03-01,Rural goods,Other rural,1522
2014-04-01,Rural goods,Other rural,1377
2014-05-01,Rural goods,Other rural,1517
2014-06-01,Rural goods,Other rural,1690
2014-07-01,Rural goods,Other rural,1617
2014-08-01,Rural goods,Other rural,1437
2014-09-01,Rural goods,Other rural,1264
2014-10-01,Rural goods,Other rural,1194
2014-11-01,Rural goods,Other rural,1237
2014-12-01,Rural goods,Other rural,1567
2015-01-01,Rural goods,Other rural,1346
2015-02-01,Rural goods,Other rural,1542
2015-03-01,Rural goods,Other rural,1563
2015-04-01,Rural goods,Other rural,1451
