Date,Group,Item,Value
2018-04-01,Non-rural goods,"Coal, coke and briquettes",4856
2018-05-01,Non-rural goods,"Coal, coke and briquettes",5408
2018-06-01,Non-rural goods,"Coal, coke and briquettes",5852
2018-07-01,Non-rural goods,"Coal, coke and briquettes",5813
2018-08-01,Non-rural goods,"Coal, coke and briquettes",5682
2018-09-01,Non-rural goods,"Coal, coke and briquettes",5605
2018-10-01,Non-rural goods,"Coal, coke and briquettes",6229
2018-11-01,Non-rural goods,"Coal, coke and briquettes",5744
2018-12-01,Non-rural goods,"Coal, coke and briquettes",6196
2019-01-01,Non-rural goods,"Coal, coke and briquettes",6124
2019-02-01,Non-rural goods,"Coal, coke and briquettes",4596
2019-03-01,Non-rural goods,"Coal, coke and briquettes",5986
2019-04-01,Non-rural goods,"Coal, coke and briquettes",5182
2019-05-01,Non-rural goods,"Coal, coke and briquettes",5829
2019-06-01,Non-rural goods,"Coal, coke and briquettes",6613
2019-07-01,Non-rural goods,"Coal, coke and briquettes",5676
2019-08-01,Non-rural goods,"Coal, coke and briquettes",5333
2019-09-01,Non-rural goods,"Coal, coke and briquettes",4780
2019-10-01,Non-rural goods,"Coal, coke and briquettes",4606
2019-11-01,Non-rural goods,"Coal, coke and briquettes",4393
2019-12-01,Non-rural goods,"Coal, coke and briquettes",4814
2020-01-01,Non-rural goods,"Coal, coke and briquettes",4278
2020-02-01,Non-rural goods,"Coal, coke and briquettes",4077
2020-03-01,Non-rural goods,"Coal, coke and briquettes",4823
2020-04-01,Non-rural goods,"Coal, coke and briquettes",4442
2020-05-01,Non-rural goods,"Coal, coke and briquettes",3749
2020-06-01,Non-rural goods,"Coal, coke and briquettes",3631
2020-07-01,Non-rural goods,"Coal, coke and briquettes",2965
2020-08-01,Non-rural goods,"Coal, coke and briquettes",3133
2020-09-01,Non-rural goods,"Coal, coke and briquettes",2968
2020-10-01,Non-rural goods,"Coal, coke and briquettes",3094
2020-11-01,Non-rural goods,"Coal, coke and briquettes",2893
2020-12-01,Non-rural goods,"Coal, coke and briquettes",3305
2021-01-01,Non-rural goods,"Coal, coke and briquettes",3166
2021-02-01,Non-rural goods,"Coal, coke and briquettes",3169
2021-03-01,Non-rural goods,"Coal, coke and briquettes",3329
2021-04-01,Non-rural goods,"Coal, coke and briquettes",3470
2021-05-01,Non-rural goods,"Coal, coke and briquettes",3606
2021-06-01,Non-rural goods,"Coal, coke and briquettes",4110
2021-07-01,Non-rural goods,"Coal, coke and briquettes",4971
2021-08-01,Non-rural goods,"Coal, coke and briquettes",6014
2021-09-01,Non-rural goods,"Coal, coke and briquettes",6533
2021-10-01,Non-rural goods,"Coal, coke and briquettes",8051
2021-11-01,Non-rural goods,"Coal, coke and briquettes",8689
2021-12-01,Non-rural goods,"Coal, coke and briquettes",8483
2022-01-01,Non-rural goods,"Coal, coke and briquettes",9704
2022-02-01,Non-rural goods,"Coal, coke and briquettes",8771
2022-03-01,Non-rural goods,"Coal, coke and briquettes",10781
2022-04-01,Non-rural goods,"Coal, coke and briquettes",12127
2022-05-01,Non-rural goods,"Coal, coke and briquettes",14210
2022-06-01,Non-rural goods,"Coal, coke and briquettes",15670
2022-07-01,Non-rural goods,"Coal, coke and briquettes",11531
2022-08-01,Non-rural goods,"Coal, coke and briquettes",12004
2022-09-01,Non-rural goods,"Coal, coke and briquettes",11598
2022-10-01,Non-rural goods,"Coal, coke and briquettes",12165
2022-11-01,Non-rural goods,"Coal, coke and briquettes",11461
2022-12-01,Non-rural goods,"Coal, coke and briquettes",12407
2023-01-01,Non-rural goods,"Coal, coke and briquettes",10011
2023-02-01,Non-rural goods,"Coal, coke and briquettes",8948
2023-03-01,Non-rural goods,"Coal, coke and briquettes",10321
2023-04-01,Non-rural goods,"Coal, coke and briquettes",9210
2023-05-01,Non-rural goods,"Coal, coke and briquettes",8974
2023-06-01,Non-rural goods,"Coal, coke and briquettes",8792
2023-07-01,Non-rural goods,"Coal, coke and briquettes",7476
2023-08-01,Non-rural goods,"Coal, coke and briquettes",7134
2023-09-01,Non-rural goods,"Coal, coke and briquettes",7410
2023-10-01,Non-rural goods,"Coal, coke and briquettes",7949
2023-11-01,Non-rural goods,"Coal, coke and briquettes",8591
2023-12-01,Non-rural goods,"Coal, coke and briquettes",8846
2024-01-01,Non-rural goods,"Coal, coke and briquettes",7631
2024-02-01,Non-rural goods,"Coal, coke and briquettes",7819
2024-03-01,Non-rural goods,"Coal, coke and briquettes",7578
2024-04-01,Non-rural goods,"Coal, coke and briquettes",7041
2024-05-01,Non-rural goods,"Coal, coke and briquettes",6953
2024-06-01,Non-rural goods,"Coal, coke and briquettes",7488
2024-07-01,Non-rural goods,"Coal, coke and briquettes",6603
2024-08-01,Non-rural goods,"Coal, coke and briquettes",7417
2024-09-01,Non-rural goods,"Coal, coke and briquettes",6385
2024-10-01,Non-rural goods,"Coal, coke and briquettes",6441
2024-11-01,Non-rural goods,"Coal, coke and briquettes",6533
2024-12-01,Non-rural goods,"Coal, coke and briquettes",7482
2025-01-01,Non-rural goods,"Coal, coke and briquettes",5503
2025-02-01,Non-rural goods,"Coal, coke and briquettes",4505
2025-03-01,Non-rural goods,"Coal, coke and briquettes",5712
2025-04-01,Non-rural goods,"Coal, coke and briquettes",4469
2025-05-01,Non-rural goods,"Coal, coke and briquettes",4570
2025-06-01,Non-rural goods,"Coal, coke and briquettes",5947
2025-07-01,Non-rural goods,"Coal, coke and briquettes",5347
2025-08-01,Non-rural goods,"Coal, coke and briquettes",5140
1971-08-01,Non-rural goods,Other mineral fuels,5
1971-09-01,Non-rural goods,Other mineral fuels,6
1971-10-01,Non-rural goods,Other mineral fuels,5
1971-11-01,Non-rural goods,Other mineral fuels,5
1971-12-01,Non-rural goods,Other mineral fuels,5
1972-01-01,Non-rural goods,Other mineral fuels,5
1972-02-01,Non-rural goods,Other mineral fuels,5
1972-03-01,Non-rural goods,Other mineral fuels,7
1972-04-01,Non-rural goods,Other mineral fuels,4
1972-05-01,Non-rural goods,Other mineral fuels,4
1972-06-01,Non-rural goods,Other mineral fuels,4
1972-07-01,Non-rural goods,Other mineral fuels,2
1972-08-01,Non-rural goods,Other mineral fuels,2
1972-09-01,Non-rural goods,Other mineral fuels,2
1972-10-01,Non-rural goods,Other mineral fuels,3
1972-11-01,Non-rural goods,Other mineral fuels,3
1972-12-01,Non-rural goods,Other mineral fuels,3
1973-01-01,Non-rural goods,Other mineral fuels,5
1973-02-01,Non-rural goods,Other mineral fuels,4
1973-03-01,Non-rural goods,Other mineral fuels,5
1973-04-01,Non-rural goods,Other mineral fuels,5
1973-05-01,Non-rural goods,Other mineral fuels,6
1973-06-01,Non-rural goods,Other mineral fuels,6
1973-07-01,Non-rural goods,Other mineral fuels,6
1973-08-01,Non-rural goods,Other mineral fuels,7
1973-09-01,Non-rural goods,Other mineral fuels,7
1973-10-01,Non-rural goods,Other mineral fuels,8
1973-11-01,Non-rural goods,Other mineral fuels,7
1973-12-01,Non-rural goods,Other mineral fuels,6
1974-01-01,Non-rural goods,Other mineral fuels,10
1974-02-01,Non-rural goods,Other mineral fuels,10
1974-03-01,Non-rural goods,Other mineral fuels,9
1974-04-01,Non-rural goods,Other mineral fuels,10
1974-05-01,Non-rural goods,Other mineral fuels,14
1974-06-01,Non-rural goods,Other mineral fuels,11
1974-07-01,Non-rural goods,Other mineral fuels,10
1974-08-01,Non-rural goods,Other mineral fuels,10
1974-09-01,Non-rural goods,Other mineral fuels,12
1974-10-01,Non-rural goods,Other mineral fuels,9
1974-11-01,Non-rural goods,Other mineral fuels,9
1974-12-01,Non-rural goods,Other mineral fuels,8
1975-01-01,Non-rural goods,Other mineral fuels,16
1975-02-01,Non-rural goods,Other mineral fuels,16
1975-03-01,Non-rural goods,Other mineral fuels,14
1975-04-01,Non-rural goods,Other mineral fuels,19
1975-05-01,Non-rural goods,Other mineral fuels,20
1975-06-01,Non-rural goods,Other mineral fuels,19
1975-07-01,Non-rural goods,Other mineral fuels,13
1975-08-01,Non-rural goods,Other mineral fuels,13
1975-09-01,Non-rural goods,Other mineral fuels,11
1975-10-01,Non-rural goods,Other mineral fuels,12
1975-11-01,Non-rural goods,Other mineral fuels,11
1975-12-01,Non-rural goods,Other mineral fuels,10
1976-01-01,Non-rural goods,Other mineral fuels,12
1976-02-01,Non-rural goods,Other mineral fuels,12
1976-03-01,Non-rural goods,Other mineral fuels,14
1976-04-01,Non-rural goods,Other mineral fuels,17
1976-05-01,Non-rural goods,Other mineral fuels,15
1976-06-01,Non-rural goods,Other mineral fuels,21
1976-07-01,Non-rural goods,Other mineral fuels,19
1976-08-01,Non-rural goods,Other mineral fuels,19
1976-09-01,Non-rural goods,Other mineral fuels,19
1976-10-01,Non-rural goods,Other mineral fuels,13
1976-11-01,Non-rural goods,Other mineral fuels,14
1976-12-01,Non-rural goods,Other mineral fuels,13
1977-01-01,Non-rural goods,Other mineral fuels,18
1977-02-01,Non-rural goods,Other mineral fuels,16
1977-03-01,Non-rural goods,Other mineral fuels,18
1977-04-01,Non-rural goods,Other mineral fuels,18
1977-05-01,Non-rural goods,Other mineral fuels,19
1977-06-01,Non-rural goods,Other mineral fuels,20
1977-07-01,Non-rural goods,Other mineral fuels,9
1977-08-01,Non-rural goods,Other mineral fuels,16
1977-09-01,Non-rural goods,Other mineral fuels,17
1977-10-01,Non-rural goods,Other mineral fuels,25
1977-11-01,Non-rural goods,Other mineral fuels,22
1977-12-01,Non-rural goods,Other mineral fuels,12
1978-01-01,Non-rural goods,Other mineral fuels,13
1978-02-01,Non-rural goods,Other mineral fuels,28
1978-03-01,Non-rural goods,Other mineral fuels,19
1978-04-01,Non-rural goods,Other mineral fuels,38
1978-05-01,Non-rural goods,Other mineral fuels,13
1978-06-01,Non-rural goods,Other mineral fuels,22
1978-07-01,Non-rural goods,Other mineral fuels,20
1978-08-01,Non-rural goods,Other mineral fuels,21
1978-09-01,Non-rural goods,Other mineral fuels,14
1978-10-01,Non-rural goods,Other mineral fuels,23
1978-11-01,Non-rural goods,Other mineral fuels,27
1978-12-01,Non-rural goods,Other mineral fuels,34
1979-01-01,Non-rural goods,Other mineral fuels,36
1979-02-01,Non-rural goods,Other mineral fuels,26
1979-03-01,Non-rural goods,Other mineral fuels,14
1979-04-01,Non-rural goods,Other mineral fuels,32
1979-05-01,Non-rural goods,Other mineral fuels,31
1979-06-01,Non-rural goods,Other mineral fuels,38
1979-07-01,Non-rural goods,Other mineral fuels,31
1979-08-01,Non-rural goods,Other mineral fuels,24
1979-09-01,Non-rural goods,Other mineral fuels,30
1979-10-01,Non-rural goods,Other mineral fuels,41
1979-11-01,Non-rural goods,Other mineral fuels,29
1979-12-01,Non-rural goods,Other mineral fuels,77
1980-01-01,Non-rural goods,Other mineral fuels,36
1980-02-01,Non-rural goods,Other mineral fuels,38
1980-03-01,Non-rural goods,Other mineral fuels,20
1980-04-01,Non-rural goods,Other mineral fuels,20
1980-05-01,Non-rural goods,Other mineral fuels,35
1980-06-01,Non-rural goods,Other mineral fuels,46
1980-07-01,Non-rural goods,Other mineral fuels,28
1980-08-01,Non-rural goods,Other mineral fuels,32
1980-09-01,Non-rural goods,Other mineral fuels,35
1980-10-01,Non-rural goods,Other mineral fuels,27
1980-11-01,Non-rural goods,Other mineral fuels,52
1980-12-01,Non-rural goods,Other mineral fuels,45
1981-01-01,Non-rural goods,Other mineral fuels,29
1981-02-01,Non-rural goods,Other mineral fuels,59
1981-03-01,Non-rural goods,Other mineral fuels,61
1981-04-01,Non-rural goods,Other mineral fuels,38
1981-05-01,Non-rural goods,Other mineral fuels,60
1981-06-01,Non-rural goods,Other mineral fuels,51
1981-07-01,Non-rural goods,Other mineral fuels,91
1981-08-01,Non-rural goods,Other mineral fuels,55
1981-09-01,Non-rural goods,Other mineral fuels,80
1981-10-01,Non-rural goods,Other mineral fuels,88
1981-11-01,Non-rural goods,Other mineral fuels,55
1981-12-01,Non-rural goods,Other mineral fuels,97
1982-01-01,Non-rural goods,Other mineral fuels,92
1982-02-01,Non-rural goods,Other mineral fuels,49
1982-03-01,Non-rural goods,Other mineral fuels,55
1982-04-01,Non-rural goods,Other mineral fuels,70
1982-05-01,Non-rural goods,Other mineral fuels,83
1982-06-01,Non-rural goods,Other mineral fuels,88
1982-07-01,Non-rural goods,Other mineral fuels,86
1982-08-01,Non-rural goods,Other mineral fuels,65
1982-09-01,Non-rural goods,Other mineral fuels,72
1982-10-01,Non-rural goods,Other mineral fuels,131
1982-11-01,Non-rural goods,Other mineral fuels,93
1982-12-01,Non-rural goods,Other mineral fuels,97
1983-01-01,Non-rural goods,Other mineral fuels,94
1983-02-01,Non-rural goods,Other mineral fuels,93
1983-03-01,Non-rural goods,Other mineral fuels,83
1983-04-01,Non-rural goods,Other mineral fuels,105
1983-05-01,Non-rural goods,Other mineral fuels,83
1983-06-01,Non-rural goods,Other mineral fuels,97
1983-07-01,Non-rural goods,Other mineral fuels,83
1983-08-01,Non-rural goods,Other mineral fuels,99
1983-09-01,Non-rural goods,Other mineral fuels,112
1983-10-01,Non-rural goods,Other mineral fuels,110
1983-11-01,Non-rural goods,Other mineral fuels,131
1983-12-01,Non-rural goods,Other mineral fuels,141
1984-01-01,Non-rural goods,Other mineral fuels,101
1984-02-01,Non-rural goods,Other mineral fuels,103
1984-03-01,Non-rural goods,Other mineral fuels,110
1984-04-01,Non-rural goods,Other mineral fuels,167
1984-05-01,Non-rural goods,Other mineral fuels,206
1984-06-01,Non-rural goods,Other mineral fuels,139
1984-07-01,Non-rural goods,Other mineral fuels,126
1984-08-01,Non-rural goods,Other mineral fuels,176
1984-09-01,Non-rural goods,Other mineral fuels,182
1984-10-01,Non-rural goods,Other mineral fuels,179
1984-11-01,Non-rural goods,Other mineral fuels,153
1984-12-01,Non-rural goods,Other mineral fuels,116
1985-01-01,Non-rural goods,Other mineral fuels,170
1985-02-01,Non-rural goods,Other mineral fuels,160
1985-03-01,Non-rural goods,Other mineral fuels,336
1985-04-01,Non-rural goods,Other mineral fuels,266
1985-05-01,Non-rural goods,Other mineral fuels,288
1985-06-01,Non-rural goods,Other mineral fuels,142
1985-07-01,Non-rural goods,Other mineral fuels,295
1985-08-01,Non-rural goods,Other mineral fuels,248
1985-09-01,Non-rural goods,Other mineral fuels,228
1985-10-01,Non-rural goods,Other mineral fuels,287
1985-11-01,Non-rural goods,Other mineral fuels,281
1985-12-01,Non-rural goods,Other mineral fuels,271
1986-01-01,Non-rural goods,Other mineral fuels,215
1986-02-01,Non-rural goods,Other mineral fuels,132
1986-03-01,Non-rural goods,Other mineral fuels,86
1986-04-01,Non-rural goods,Other mineral fuels,47
1986-05-01,Non-rural goods,Other mineral fuels,75
1986-06-01,Non-rural goods,Other mineral fuels,49
1986-07-01,Non-rural goods,Other mineral fuels,33
1986-08-01,Non-rural goods,Other mineral fuels,94
1986-09-01,Non-rural goods,Other mineral fuels,136
1986-10-01,Non-rural goods,Other mineral fuels,197
1986-11-01,Non-rural goods,Other mineral fuels,127
1986-12-01,Non-rural goods,Other mineral fuels,116
1987-01-01,Non-rural goods,Other mineral fuels,153
1987-02-01,Non-rural goods,Other mineral fuels,103
1987-03-01,Non-rural goods,Other mineral fuels,192
1987-04-01,Non-rural goods,Other mineral fuels,163
1987-05-01,Non-rural goods,Other mineral fuels,126
1987-06-01,Non-rural goods,Other mineral fuels,124
1987-07-01,Non-rural goods,Other mineral fuels,176
1987-08-01,Non-rural goods,Other mineral fuels,123
1987-09-01,Non-rural goods,Other mineral fuels,150
1987-10-01,Non-rural goods,Other mineral fuels,197
1987-11-01,Non-rural goods,Other mineral fuels,165
1987-12-01,Non-rural goods,Other mineral fuels,139
1988-01-01,Non-rural goods,Other mineral fuels,214
1988-02-01,Non-rural goods,Other mineral fuels,105
1988-03-01,Non-rural goods,Other mineral fuels,183
1988-04-01,Non-rural goods,Other mineral fuels,128
1988-05-01,Non-rural goods,Other mineral fuels,123
1988-06-01,Non-rural goods,Other mineral fuels,83
1988-07-01,Non-rural goods,Other mineral fuels,134
1988-08-01,Non-rural goods,Other mineral fuels,133
1988-09-01,Non-rural goods,Other mineral fuels,74
1988-10-01,Non-rural goods,Other mineral fuels,76
1988-11-01,Non-rural goods,Other mineral fuels,96
1988-12-01,Non-rural goods,Other mineral fuels,85
1989-01-01,Non-rural goods,Other mineral fuels,108
1989-02-01,Non-rural goods,Other mineral fuels,98
1989-03-01,Non-rural goods,Other mineral fuels,102
1989-04-01,Non-rural goods,Other mineral fuels,99
1989-05-01,Non-rural goods,Other mineral fuels,156
1989-06-01,Non-rural goods,Other mineral fuels,98
1989-07-01,Non-rural goods,Other mineral fuels,97
1989-08-01,Non-rural goods,Other mineral fuels,113
1989-09-01,Non-rural goods,Other mineral fuels,144
1989-10-01,Non-rural goods,Other mineral fuels,161
1989-11-01,Non-rural goods,Other mineral fuels,153
1989-12-01,Non-rural goods,Other mineral fuels,198
1990-01-01,Non-rural goods,Other mineral fuels,201
1990-02-01,Non-rural goods,Other mineral fuels,214
1990-03-01,Non-rural goods,Other mineral fuels,208
1990-04-01,Non-rural goods,Other mineral fuels,195
1990-05-01,Non-rural goods,Other mineral fuels,208
1990-06-01,Non-rural goods,Other mineral fuels,176
1990-07-01,Non-rural goods,Other mineral fuels,281
1990-08-01,Non-rural goods,Other mineral fuels,272
1990-09-01,Non-rural goods,Other mineral fuels,271
1990-10-01,Non-rural goods,Other mineral fuels,358
1990-11-01,Non-rural goods,Other mineral fuels,345
1990-12-01,Non-rural goods,Other mineral fuels,348
1991-01-01,Non-rural goods,Other mineral fuels,375
1991-02-01,Non-rural goods,Other mineral fuels,311
1991-03-01,Non-rural goods,Other mineral fuels,290
1991-04-01,Non-rural goods,Other mineral fuels,279
1991-05-01,Non-rural goods,Other mineral fuels,255
1991-06-01,Non-rural goods,Other mineral fuels,210
1991-07-01,Non-rural goods,Other mineral fuels,233
1991-08-01,Non-rural goods,Other mineral fuels,277
1991-09-01,Non-rural goods,Other mineral fuels,252
1991-10-01,Non-rural goods,Other mineral fuels,347
1991-11-01,Non-rural goods,Other mineral fuels,308
1991-12-01,Non-rural goods,Other mineral fuels,282
1992-01-01,Non-rural goods,Other mineral fuels,340
1992-02-01,Non-rural goods,Other mineral fuels,218
1992-03-01,Non-rural goods,Other mineral fuels,258
1992-04-01,Non-rural goods,Other mineral fuels,243
1992-05-01,Non-rural goods,Other mineral fuels,339
1992-06-01,Non-rural goods,Other mineral fuels,305
1992-07-01,Non-rural goods,Other mineral fuels,313
1992-08-01,Non-rural goods,Other mineral fuels,276
1992-09-01,Non-rural goods,Other mineral fuels,352
1992-10-01,Non-rural goods,Other mineral fuels,373
1992-11-01,Non-rural goods,Other mineral fuels,402
1992-12-01,Non-rural goods,Other mineral fuels,294
1993-01-01,Non-rural goods,Other mineral fuels,350
1993-02-01,Non-rural goods,Other mineral fuels,250
1993-03-01,Non-rural goods,Other mineral fuels,342
1993-04-01,Non-rural goods,Other mineral fuels,270
1993-05-01,Non-rural goods,Other mineral fuels,363
1993-06-01,Non-rural goods,Other mineral fuels,327
1993-07-01,Non-rural goods,Other mineral fuels,308
1993-08-01,Non-rural goods,Other mineral fuels,310
1993-09-01,Non-rural goods,Other mineral fuels,286
1993-10-01,Non-rural goods,Other mineral fuels,291
1993-11-01,Non-rural goods,Other mineral fuels,291
1993-12-01,Non-rural goods,Other mineral fuels,259
1994-01-01,Non-rural goods,Other mineral fuels,262
1994-02-01,Non-rural goods,Other mineral fuels,280
1994-03-01,Non-rural goods,Other mineral fuels,230
1994-04-01,Non-rural goods,Other mineral fuels,294
1994-05-01,Non-rural goods,Other mineral fuels,289
1994-06-01,Non-rural goods,Other mineral fuels,251
1994-07-01,Non-rural goods,Other mineral fuels,261
1994-08-01,Non-rural goods,Other mineral fuels,362
1994-09-01,Non-rural goods,Other mineral fuels,290
1994-10-01,Non-rural goods,Other mineral fuels,290
1994-11-01,Non-rural goods,Other mineral fuels,313
1994-12-01,Non-rural goods,Other mineral fuels,294
1995-01-01,Non-rural goods,Other mineral fuels,386
1995-02-01,Non-rural goods,Other mineral fuels,267
1995-03-01,Non-rural goods,Other mineral fuels,372
1995-04-01,Non-rural goods,Other mineral fuels,297
1995-05-01,Non-rural goods,Other mineral fuels,343
1995-06-01,Non-rural goods,Other mineral fuels,319
1995-07-01,Non-rural goods,Other mineral fuels,377
1995-08-01,Non-rural goods,Other mineral fuels,306
1995-09-01,Non-rural goods,Other mineral fuels,340
1995-10-01,Non-rural goods,Other mineral fuels,307
1995-11-01,Non-rural goods,Other mineral fuels,297
1995-12-01,Non-rural goods,Other mineral fuels,407
1996-01-01,Non-rural goods,Other mineral fuels,353
1996-02-01,Non-rural goods,Other mineral fuels,341
1996-03-01,Non-rural goods,Other mineral fuels,330
1996-04-01,Non-rural goods,Other mineral fuels,385
1996-05-01,Non-rural goods,Other mineral fuels,339
1996-06-01,Non-rural goods,Other mineral fuels,377
1996-07-01,Non-rural goods,Other mineral fuels,426
1996-08-01,Non-rural goods,Other mineral fuels,344
1996-09-01,Non-rural goods,Other mineral fuels,355
1996-10-01,Non-rural goods,Other mineral fuels,462
1996-11-01,Non-rural goods,Other mineral fuels,424
1996-12-01,Non-rural goods,Other mineral fuels,459
1997-01-01,Non-rural goods,Other mineral fuels,422
1997-02-01,Non-rural goods,Other mineral fuels,507
1997-03-01,Non-rural goods,Other mineral fuels,430
1997-04-01,Non-rural goods,Other mineral fuels,411
1997-05-01,Non-rural goods,Other mineral fuels,420
1997-06-01,Non-rural goods,Other mineral fuels,492
1997-07-01,Non-rural goods,Other mineral fuels,486
1997-08-01,Non-rural goods,Other mineral fuels,457
1997-09-01,Non-rural goods,Other mineral fuels,470
1997-10-01,Non-rural goods,Other mineral fuels,511
1997-11-01,Non-rural goods,Other mineral fuels,469
1997-12-01,Non-rural goods,Other mineral fuels,521
1998-01-01,Non-rural goods,Other mineral fuels,398
1998-02-01,Non-rural goods,Other mineral fuels,427
1998-03-01,Non-rural goods,Other mineral fuels,391
1998-04-01,Non-rural goods,Other mineral fuels,403
1998-05-01,Non-rural goods,Other mineral fuels,375
1998-06-01,Non-rural goods,Other mineral fuels,399
1998-07-01,Non-rural goods,Other mineral fuels,389
1998-08-01,Non-rural goods,Other mineral fuels,473
1998-09-01,Non-rural goods,Other mineral fuels,406
1998-10-01,Non-rural goods,Other mineral fuels,402
1998-11-01,Non-rural goods,Other mineral fuels,329
1998-12-01,Non-rural goods,Other mineral fuels,398
1999-01-01,Non-rural goods,Other mineral fuels,359
1999-02-01,Non-rural goods,Other mineral fuels,311
1999-03-01,Non-rural goods,Other mineral fuels,322
1999-04-01,Non-rural goods,Other mineral fuels,335
1999-05-01,Non-rural goods,Other mineral fuels,369
1999-06-01,Non-rural goods,Other mineral fuels,365
1999-07-01,Non-rural goods,Other mineral fuels,498
1999-08-01,Non-rural goods,Other mineral fuels,541
1999-09-01,Non-rural goods,Other mineral fuels,502
1999-10-01,Non-rural goods,Other mineral fuels,519
1999-11-01,Non-rural goods,Other mineral fuels,577
1999-12-01,Non-rural goods,Other mineral fuels,861
2000-01-01,Non-rural goods,Other mineral fuels,854
2000-02-01,Non-rural goods,Other mineral fuels,959
2000-03-01,Non-rural goods,Other mineral fuels,861
2000-04-01,Non-rural goods,Other mineral fuels,885
2000-05-01,Non-rural goods,Other mineral fuels,950
2000-06-01,Non-rural goods,Other mineral fuels,1073
2000-07-01,Non-rural goods,Other mineral fuels,1168
2000-08-01,Non-rural goods,Other mineral fuels,1005
2000-09-01,Non-rural goods,Other mineral fuels,1176
2000-10-01,Non-rural goods,Other mineral fuels,1274
2000-11-01,Non-rural goods,Other mineral fuels,1292
2000-12-01,Non-rural goods,Other mineral fuels,1357
2001-01-01,Non-rural goods,Other mineral fuels,1075
2001-02-01,Non-rural goods,Other mineral fuels,996
2001-03-01,Non-rural goods,Other mineral fuels,1041
2001-04-01,Non-rural goods,Other mineral fuels,1087
2001-05-01,Non-rural goods,Other mineral fuels,1042
2001-06-01,Non-rural goods,Other mineral fuels,950
2001-07-01,Non-rural goods,Other mineral fuels,1100
2001-08-01,Non-rural goods,Other mineral fuels,1006
2001-09-01,Non-rural goods,Other mineral fuels,1079
2001-10-01,Non-rural goods,Other mineral fuels,918
2001-11-01,Non-rural goods,Other mineral fuels,930
2001-12-01,Non-rural goods,Other mineral fuels,875
2002-01-01,Non-rural goods,Other mineral fuels,879
2002-02-01,Non-rural goods,Other mineral fuels,771
2002-03-01,Non-rural goods,Other mineral fuels,802
2002-04-01,Non-rural goods,Other mineral fuels,855
2002-05-01,Non-rural goods,Other mineral fuels,855
2002-06-01,Non-rural goods,Other mineral fuels,872
2002-07-01,Non-rural goods,Other mineral fuels,1016
2002-08-01,Non-rural goods,Other mineral fuels,1078
2002-09-01,Non-rural goods,Other mineral fuels,1058
2002-10-01,Non-rural goods,Other mineral fuels,894
2002-11-01,Non-rural goods,Other mineral fuels,949
2002-12-01,Non-rural goods,Other mineral fuels,1017
2003-01-01,Non-rural goods,Other mineral fuels,931
2003-02-01,Non-rural goods,Other mineral fuels,866
2003-03-01,Non-rural goods,Other mineral fuels,922
2003-04-01,Non-rural goods,Other mineral fuels,772
2003-05-01,Non-rural goods,Other mineral fuels,797
2003-06-01,Non-rural goods,Other mineral fuels,743
2003-07-01,Non-rural goods,Other mineral fuels,860
2003-08-01,Non-rural goods,Other mineral fuels,858
2003-09-01,Non-rural goods,Other mineral fuels,850
2003-10-01,Non-rural goods,Other mineral fuels,670
2003-11-01,Non-rural goods,Other mineral fuels,723
2003-12-01,Non-rural goods,Other mineral fuels,756
2004-01-01,Non-rural goods,Other mineral fuels,713
2004-02-01,Non-rural goods,Other mineral fuels,631
2004-03-01,Non-rural goods,Other mineral fuels,749
2004-04-01,Non-rural goods,Other mineral fuels,649
2004-05-01,Non-rural goods,Other mineral fuels,609
2004-06-01,Non-rural goods,Other mineral fuels,710
2004-07-01,Non-rural goods,Other mineral fuels,895
2004-08-01,Non-rural goods,Other mineral fuels,882
2004-09-01,Non-rural goods,Other mineral fuels,957
2004-10-01,Non-rural goods,Other mineral fuels,997
2004-11-01,Non-rural goods,Other mineral fuels,942
2004-12-01,Non-rural goods,Other mineral fuels,807
2005-01-01,Non-rural goods,Other mineral fuels,892
2005-02-01,Non-rural goods,Other mineral fuels,835
2005-03-01,Non-rural goods,Other mineral fuels,988
2005-04-01,Non-rural goods,Other mineral fuels,1016
2005-05-01,Non-rural goods,Other mineral fuels,1031
2005-06-01,Non-rural goods,Other mineral fuels,912
2005-07-01,Non-rural goods,Other mineral fuels,1367
2005-08-01,Non-rural goods,Other mineral fuels,1117
2005-09-01,Non-rural goods,Other mineral fuels,1059
2005-10-01,Non-rural goods,Other mineral fuels,971
2005-11-01,Non-rural goods,Other mineral fuels,1153
2005-12-01,Non-rural goods,Other mineral fuels,1223
2006-01-01,Non-rural goods,Other mineral fuels,990
2006-02-01,Non-rural goods,Other mineral fuels,1215
2006-03-01,Non-rural goods,Other mineral fuels,1028
2006-04-01,Non-rural goods,Other mineral fuels,1113
2006-05-01,Non-rural goods,Other mineral fuels,873
2006-06-01,Non-rural goods,Other mineral fuels,1112
2006-07-01,Non-rural goods,Other mineral fuels,1531
2006-08-01,Non-rural goods,Other mineral fuels,1329
2006-09-01,Non-rural goods,Other mineral fuels,1439
2006-10-01,Non-rural goods,Other mineral fuels,1351
2006-11-01,Non-rural goods,Other mineral fuels,1192
2006-12-01,Non-rural goods,Other mineral fuels,1439
2007-01-01,Non-rural goods,Other mineral fuels,1229
2007-02-01,Non-rural goods,Other mineral fuels,1163
2007-03-01,Non-rural goods,Other mineral fuels,1245
2007-04-01,Non-rural goods,Other mineral fuels,1307
2007-05-01,Non-rural goods,Other mineral fuels,1125
